id,vehicle_id,violation_type,date,location,latitude,longitude,fine_amount,status,officer_name,notes
185,131,Illegal Parking,2024-12-02,Khulna - Kathryn Trail,22.887835194484495,89.54995333624974,800,paid,Officer Tanvir Bhuiyan,First offense
186,28,No Helmet,2025-10-29,Rajshahi - Alvin Cliff,24.392936783119886,88.63685141855893,500,paid,Officer Rehana Kazi,Vehicle impounded briefly
187,10,Using Mobile While Driving,2023-07-10,Comilla - Jose Canyon,23.458924093511246,91.14393288407771,1500,paid,Officer Fatema Sheikh,Vehicle impounded briefly
188,108,Fitness Certificate Expired,2025-05-28,Dhaka - Stacy Locks,23.783248625637906,90.44273001960077,2500,paid,Officer Shahnaz Molla,Vehicle impounded briefly
189,148,Signal Breaking,2025-09-04,Rangpur - Fuller Parkway,25.770485889035847,89.31620853566754,1000,unpaid,Officer Saiful Sheikh,Repeat offense
190,49,No Helmet,2023-08-30,Dhaka - Henderson Locks,23.81227618455231,90.40000298817048,500,paid,Officer Rakibul Sheikh,Repeat offense
191,28,Over Speeding,2024-06-03,Rangpur - Danielle Plain,25.720030289476348,89.27881048908797,2000,paid,Officer Halima Miah,Issued via mobile court
192,53,Route Permit Violation,2025-09-15,Comilla - Joshua Inlet,23.428571959783294,91.18680938296535,3500,paid,Officer Aminul Molla,Issued via mobile court
193,36,Tax Token Expired,2025-07-03,Chattogram - William Ford,22.38521092603453,91.82812451784147,2000,paid,Officer Golam Bhuiyan,Repeat offense
194,141,Fake Registration Plate,2026-07-26,Dhaka - Amanda Lock,23.76082906334726,90.37160885842387,10000,unpaid,Officer Saiful Sheikh,
195,17,Illegal Parking,2026-06-01,Rajshahi - Kyle Mews,24.32827553382851,88.59263260104261,800,paid,Officer Halima Talukder,Vehicle impounded briefly
196,15,Over Speeding,2024-02-18,Mymensingh - Brian Corners,24.782156763631765,90.46337584673458,2000,paid,Officer Taslima Rahman,Vehicle impounded briefly
197,131,Using Mobile While Driving,2023-03-15,Rajshahi - Wilson Ridge,24.360473999827548,88.6197019119384,1500,paid,Officer Nasrin Miah,Issued via mobile court
198,91,Tax Token Expired,2024-02-15,Rangpur - Kyle Streets,25.74567427009893,89.29889255401464,2000,paid,Officer Rafiq Talukder,Vehicle impounded briefly
199,150,Fitness Certificate Expired,2024-07-20,Barishal - David Station,22.67362955129621,90.3998057139475,2500,waived,Officer Tanvir Islam,Repeat offense
200,45,Route Permit Violation,2023-05-29,Comilla - Jacqueline Estates,23.46101691662539,91.16489658944235,3500,unpaid,Officer Golam Miah,Vehicle impounded briefly
201,148,Illegal Parking,2026-02-27,Mymensingh - Benton Pike,24.745462989552294,90.39462732564023,800,waived,Officer Fahim Mia,Vehicle impounded briefly
202,8,Overloading,2025-02-22,Chattogram - Jackson Crossroad,22.37026617975582,91.83261980333654,5000,unpaid,Officer Ayesha Sarkar,Issued via mobile court
203,91,Using Mobile While Driving,2024-06-23,Comilla - Quinn Crest,23.43552576093621,91.1402009430162,1500,unpaid,Officer Rubina Hossain,Vehicle impounded briefly
204,46,Overloading,2026-03-20,Barishal - Matthew Meadow,22.67790757824688,90.39821181090635,5000,paid,Officer Taslima Kazi,First offense
205,61,No Insurance,2024-02-28,Rajshahi - Warren Greens,24.347420753212845,88.63769404800661,2500,appealed,Officer Nasima Khan,
206,31,Signal Breaking,2026-01-13,Mymensingh - Tyler Pass,24.792899309046764,90.4551010595756,1000,paid,Officer Rakibul Kazi,Vehicle impounded briefly
207,71,Overloading,2025-11-12,Khulna - Brown Walks,22.82362666231832,89.51250927830799,5000,waived,Officer Rashida Sheikh,Issued via mobile court
208,139,No Helmet,2023-12-24,Comilla - Michael Glens,23.456419603431602,91.14293681804108,500,unpaid,Officer Rubina Islam,
209,54,Route Permit Violation,2025-01-10,Gazipur - Patricia Spring,24.011177809636177,90.39627007690903,3500,unpaid,Officer Ayesha Miah,Issued via mobile court
210,88,Fitness Certificate Expired,2024-03-07,Khulna - Jeremy Pass,22.83750929435247,89.56551957633816,2500,paid,Officer Tanvir Miah,Issued via mobile court
211,47,Fake Registration Plate,2024-04-13,Khulna - Bradley Wall,22.877019066414142,89.56238154594149,10000,waived,Officer Lutfa Sheikh,Issued via mobile court
212,51,Over Speeding,2023-01-20,Khulna - John Mountains,22.813260727665963,89.54025978261119,2000,paid,Officer Parvin Sarkar,Issued via mobile court
213,77,Illegal Parking,2023-04-08,Comilla - Reyes Drive,23.45054019018633,91.19995431759605,800,appealed,Officer Nazrul Kazi,
214,116,No Insurance,2025-01-07,Barishal - Sarah Walks,22.707035003481426,90.39668445757778,2500,unpaid,Officer Abdul Sheikh,
215,90,Tax Token Expired,2026-03-25,Gazipur - Angela Station,24.01488654831136,90.42414382544051,2000,unpaid,Officer Sultana Molla,Repeat offense
216,131,Overloading,2025-02-19,Mymensingh - Walker Gateway,24.75846637723932,90.41667520807364,5000,appealed,Officer Rehana Sarkar,Issued via mobile court
217,147,Route Permit Violation,2024-12-04,Chattogram - Moon Island,22.329721793938788,91.76488782416955,3500,unpaid,Officer Nazrul Bhuiyan,Repeat offense
218,114,Fitness Certificate Expired,2025-07-11,Gazipur - Mckenzie Ports,23.99129890608737,90.38868861991034,2500,paid,Officer Habibur Miah,
219,54,Over Speeding,2023-05-11,Rangpur - Wilson Spring,25.787579366170384,89.27251857966515,2000,unpaid,Officer Tanvir Hossain,
220,68,Fake Registration Plate,2025-03-09,Khulna - Harry Unions,22.826537065355,89.51503965193152,10000,unpaid,Officer Jahangir Khan,Vehicle impounded briefly
221,44,No Helmet,2024-10-28,Dhaka - Stephanie Cliff,23.846724114164825,90.40921934766693,500,paid,Officer Farzana Mia,First offense
222,139,Over Speeding,2026-07-16,Gazipur - Cline Trail,24.02479116015721,90.45802937101422,2000,paid,Officer Delwar Talukder,Repeat offense
223,124,Using Mobile While Driving,2025-06-23,Rajshahi - Murphy Plaza,24.355286818538445,88.59542038055943,1500,appealed,Officer Abdul Islam,Vehicle impounded briefly
224,35,Fitness Certificate Expired,2023-01-18,Sylhet - Smith Flats,24.913676996375685,91.86789316541177,2500,paid,Officer Sultana Islam,Issued via mobile court
225,75,Fake Registration Plate,2026-01-27,Rajshahi - Elliott Hollow,24.361864387652705,88.59537358690662,10000,paid,Officer Shahnaz Akter,First offense
226,100,Route Permit Violation,2025-05-14,Rajshahi - Steven Ramp,24.38703230142561,88.60586100618582,3500,unpaid,Officer Halima Miah,Repeat offense
227,137,Illegal Parking,2023-05-21,Rangpur - Cuevas Trail,25.712140717900265,89.25415952992913,800,unpaid,Officer Halima Mia,Repeat offense
228,126,No Valid License,2023-04-12,Barishal - Jessica Plains,22.74797162176294,90.30571308856155,3000,unpaid,Officer Sultana Miah,First offense
229,113,No Insurance,2023-11-05,Dhaka - Edward Lodge,23.761772484688148,90.38421880851828,2500,unpaid,Officer Rezaul Molla,Issued via mobile court
230,9,Fitness Certificate Expired,2023-10-27,Chattogram - Jesse Key,22.31250383444019,91.81076529107125,2500,appealed,Officer Rezaul Chowdhury,First offense
231,65,Route Permit Violation,2024-05-24,Dhaka - Stephanie Alley,23.798779789921067,90.45999722141248,3500,unpaid,Officer Mohammad Uddin,Issued via mobile court
232,25,Using Mobile While Driving,2024-10-01,Rajshahi - Sweeney Stream,24.418121524664063,88.57006114364056,1500,paid,Officer Lutfa Ahmed,Repeat offense
233,124,Tax Token Expired,2023-04-17,Sylhet - Garcia Pines,24.93126576657496,91.84047882490552,2000,unpaid,Officer Imran Sarkar,
234,43,Illegal Parking,2024-05-12,Gazipur - Robert Circle,23.950792985588933,90.3744993369021,800,unpaid,Officer Mahmuda Khan,Repeat offense
235,23,No Valid License,2026-06-20,Khulna - Jennifer Course,22.82944220967505,89.58726517064942,3000,paid,Officer Rashida Rahman,Repeat offense
236,40,No Insurance,2023-09-15,Comilla - Samantha Vista,23.459484288192296,91.1625739559037,2500,paid,Officer Nasima Mia,First offense
237,6,No Insurance,2023-10-03,Rangpur - Haynes Landing,25.71896962411006,89.22914885427154,2500,paid,Officer Lutfa Talukder,Vehicle impounded briefly
238,126,No Valid License,2024-12-13,Gazipur - Villegas Corner,23.982268087569178,90.41713947211156,3000,unpaid,Officer Halima Chowdhury,
239,136,Over Speeding,2024-06-23,Mymensingh - William Route,24.751260595213704,90.41570789797956,2000,unpaid,Officer Parvin Bhuiyan,First offense
240,5,Fake Registration Plate,2024-05-04,Barishal - Jones Port,22.683069409430775,90.30983417565993,10000,paid,Officer Shahnaz Uddin,Vehicle impounded briefly
241,128,Using Mobile While Driving,2024-10-22,Khulna - Ryan Curve,22.83658045277663,89.52250240556484,1500,paid,Officer Rafiq Rahman,First offense
242,46,No Helmet,2024-01-28,Rajshahi - Kelly Vista,24.334375358664854,88.61130121813548,500,unpaid,Officer Mahmuda Miah,
243,94,No Valid License,2023-01-27,Gazipur - Howe Lock,24.042921103680904,90.39117380934935,3000,paid,Officer Rafiq Mia,
244,93,Using Mobile While Driving,2023-04-30,Rangpur - Stewart Groves,25.77626429662774,89.25178156344967,1500,appealed,Officer Rafiq Talukder,
245,56,Using Mobile While Driving,2024-04-18,Chattogram - Charles Flats,22.36006610514025,91.75214604131067,1500,unpaid,Officer Ayesha Chowdhury,Vehicle impounded briefly
246,143,Route Permit Violation,2026-03-26,Chattogram - Kimberly Prairie,22.34269633658714,91.77907205924284,3500,paid,Officer Salma Chowdhury,First offense
247,141,Route Permit Violation,2023-11-20,Comilla - Eric Expressway,23.464090047698043,91.19089157312736,3500,unpaid,Officer Rubina Sarkar,Repeat offense
248,106,Tax Token Expired,2024-10-24,Rangpur - Owens Lodge,25.754741337025703,89.28151447028043,2000,appealed,Officer Delwar Miah,Repeat offense
249,116,Overloading,2023-03-12,Rangpur - Amanda Trail,25.792195647117854,89.28477628266238,5000,unpaid,Officer Sultana Islam,Repeat offense
250,57,No Valid License,2024-07-19,Barishal - Shannon Mountain,22.742911208297063,90.35462714883411,3000,unpaid,Officer Kamrun Khan,
251,10,Overloading,2024-06-26,Barishal - Phelps Course,22.687708289302606,90.36171557063598,5000,unpaid,Officer Aminul Hossain,Vehicle impounded briefly
252,103,Fake Registration Plate,2024-10-26,Rajshahi - Lindsey Hollow,24.40379041943143,88.57149024908564,10000,paid,Officer Kamrun Ahmed,Vehicle impounded briefly
253,77,No Helmet,2023-04-25,Gazipur - Jason Walks,24.04208714965202,90.40373896444733,500,paid,Officer Roksana Sheikh,
254,59,No Insurance,2026-07-22,Gazipur - Hernandez Station,24.027641861814406,90.40854869621852,2500,appealed,Officer Mohammad Sarkar,Vehicle impounded briefly
255,145,Over Speeding,2024-03-28,Barishal - Tanya Locks,22.66631974826047,90.37086352423695,2000,paid,Officer Jesmin Hossain,First offense
256,111,Illegal Parking,2024-11-19,Rangpur - Erica Green,25.70215451126386,89.28234405905106,800,unpaid,Officer Tanvir Miah,
257,103,Using Mobile While Driving,2023-09-25,Rangpur - Anthony Lodge,25.77010329196369,89.2732922501976,1500,paid,Officer Tanvir Uddin,Vehicle impounded briefly
258,135,No Valid License,2025-05-30,Rajshahi - Hawkins Plaza,24.35684116411562,88.64661380808951,3000,unpaid,Officer Imran Sheikh,Repeat offense
259,90,No Valid License,2023-02-19,Barishal - Cody Cove,22.727968129206314,90.32042552640114,3000,unpaid,Officer Fahim Khan,Issued via mobile court
260,12,No Valid License,2023-11-16,Rajshahi - David Circle,24.400273378259307,88.63947641451793,3000,paid,Officer Mohammad Akter,Vehicle impounded briefly
261,38,Illegal Parking,2023-08-16,Dhaka - David View,23.79081180500542,90.40961903037335,800,unpaid,Officer Delwar Uddin,First offense
262,140,Using Mobile While Driving,2026-06-29,Sylhet - Watson Roads,24.91789235835098,91.8328347420924,1500,paid,Officer Fatema Bhuiyan,Vehicle impounded briefly
263,135,No Helmet,2024-08-04,Sylhet - Brandi Green,24.864969605700068,91.88835266884712,500,unpaid,Officer Fahim Islam,
264,100,Tax Token Expired,2025-01-07,Sylhet - Andrew Circles,24.931328227355994,91.82060783239342,2000,paid,Officer Shahnaz Akter,Issued via mobile court
265,131,No Insurance,2025-09-19,Chattogram - Rachel Mills,22.39357727455281,91.78635606451631,2500,appealed,Officer Golam Mia,Vehicle impounded briefly
266,6,No Helmet,2024-09-16,Rajshahi - Christopher Vista,24.357856963463078,88.59353998178274,500,appealed,Officer Shakil Molla,Repeat offense
267,78,No Valid License,2023-05-07,Comilla - Martinez Mountain,23.473279236371575,91.2187677274191,3000,unpaid,Officer Fatema Miah,First offense
268,39,Fitness Certificate Expired,2023-06-29,Rangpur - Gary Ports,25.766888966392134,89.27727178440735,2500,paid,Officer Ayesha Sheikh,First offense
269,147,Over Speeding,2026-05-24,Rangpur - Underwood Locks,25.726828473837056,89.27942337512059,2000,waived,Officer Jahangir Uddin,First offense
270,80,No Insurance,2025-05-30,Comilla - Johnson Springs,23.5102685800232,91.22847769090686,2500,appealed,Officer Mizanur Chowdhury,Repeat offense
271,18,Using Mobile While Driving,2023-08-31,Comilla - Thompson Forest,23.429113521586057,91.21485225098702,1500,appealed,Officer Abdul Sarkar,Issued via mobile court
272,106,Illegal Parking,2026-07-28,Mymensingh - Joshua Mission,24.79042500304158,90.39767961646315,800,paid,Officer Salma Khan,First offense
273,7,Fake Registration Plate,2026-03-07,Gazipur - Austin River,24.011136202143813,90.42993606926215,10000,unpaid,Officer Abdul Molla,
274,123,Over Speeding,2025-08-18,Comilla - Deborah Parks,23.481901912797664,91.16829594011304,2000,appealed,Officer Mahmuda Kazi,First offense
275,42,No Valid License,2023-01-31,Rajshahi - Andrade Neck,24.41704350831349,88.649219804249,3000,unpaid,Officer Anisur Uddin,
276,46,Overloading,2024-10-27,Gazipur - Christopher Lights,24.03657749051567,90.45905869158416,5000,paid,Officer Mohammad Bhuiyan,Repeat offense
277,101,Fake Registration Plate,2025-12-11,Gazipur - Robert Row,24.01403938244863,90.44071125505188,10000,paid,Officer Kamal Mia,Issued via mobile court
278,11,No Valid License,2023-03-22,Comilla - Crystal Unions,23.46647009498134,91.18251266830947,3000,paid,Officer Rashida Uddin,Repeat offense
279,113,Route Permit Violation,2024-08-08,Sylhet - Veronica Tunnel,24.891034716396398,91.86094621824505,3500,paid,Officer Rashida Khan,Issued via mobile court
280,116,Signal Breaking,2026-04-13,Comilla - Castillo Tunnel,23.504484245769923,91.20051141418398,1000,unpaid,Officer Imran Sarkar,Issued via mobile court
281,7,Over Speeding,2024-02-18,Mymensingh - Cooper Port,24.785354844736073,90.37931796612895,2000,paid,Officer Shahidul Ahmed,
282,30,No Insurance,2023-06-24,Mymensingh - Price Falls,24.749481730606615,90.40870873742615,2500,paid,Officer Parvin Chowdhury,Issued via mobile court
283,141,Route Permit Violation,2024-11-17,Dhaka - Luis Forges,23.81684915785142,90.4284530340602,3500,paid,Officer Jahangir Chowdhury,
284,108,Illegal Parking,2025-07-02,Sylhet - Paula Tunnel,24.873778053744473,91.83676960263666,800,paid,Officer Taslima Islam,Vehicle impounded briefly
285,65,No Helmet,2025-10-18,Mymensingh - Brown Mountains,24.75145011596043,90.37087505488991,500,paid,Officer Ayesha Uddin,Vehicle impounded briefly
286,122,Overloading,2026-05-16,Rangpur - Wang Fort,25.75391021042956,89.24967131714386,5000,paid,Officer Halima Uddin,
287,48,Over Speeding,2023-03-17,Dhaka - Craig Shoals,23.774837441621596,90.36574320917352,2000,paid,Officer Halima Talukder,Repeat offense
288,23,No Helmet,2024-01-01,Chattogram - Joseph Via,22.323033522743053,91.76163805448047,500,paid,Officer Halima Chowdhury,Issued via mobile court
289,149,Fitness Certificate Expired,2024-09-04,Dhaka - Kathryn Forges,23.792582185084054,90.45225297762374,2500,unpaid,Officer Roksana Hossain,Repeat offense
290,121,Over Speeding,2024-07-16,Chattogram - Kelly Villages,22.33982085269619,91.77457579092729,2000,paid,Officer Anisur Rahman,
291,147,No Insurance,2025-09-17,Comilla - Gregory Ramp,23.483107413787135,91.19137780210814,2500,waived,Officer Sultana Sheikh,Vehicle impounded briefly
292,82,Illegal Parking,2026-06-30,Comilla - Drake Square,23.446085334437416,91.14387131375543,800,paid,Officer Parvin Kazi,Issued via mobile court
293,47,Fake Registration Plate,2024-02-01,Rajshahi - Sloan Burgs,24.324658091722583,88.55659867975183,10000,paid,Officer Salma Uddin,Vehicle impounded briefly
294,107,Route Permit Violation,2026-02-21,Dhaka - Meza Port,23.8409043517869,90.38373379335648,3500,unpaid,Officer Sultana Miah,
295,79,Illegal Parking,2023-01-13,Comilla - Anna Field,23.42208367629486,91.1642282890479,800,paid,Officer Mizanur Islam,First offense
296,50,Fitness Certificate Expired,2025-09-08,Barishal - Weaver Extensions,22.74261630531736,90.3832254383829,2500,appealed,Officer Mahmuda Khan,Issued via mobile court
297,138,Fitness Certificate Expired,2025-04-27,Mymensingh - Johnson Centers,24.78987899767651,90.37590222851865,2500,paid,Officer Kamrun Sarkar,Vehicle impounded briefly
298,138,No Helmet,2024-11-10,Rajshahi - Carolyn Brooks,24.40445353334858,88.64300294695182,500,paid,Officer Jahangir Miah,
299,87,Route Permit Violation,2026-03-15,Comilla - Smith Ridges,23.47126890889225,91.1496378910148,3500,appealed,Officer Aminul Sarkar,
300,70,Route Permit Violation,2024-05-01,Chattogram - Lindsay Junctions,22.344058357688713,91.81614574689173,3500,paid,Officer Golam Talukder,First offense
